schema,phase,case_id,candidate_id,framework_label,resource_label,scorer_label,pibt_label,control_label,resource_semantics_echo,scorer_mode_echo,pibt_mode_echo,pressure_mode_echo,admission_mode_echo,framework_mode_echo,pibt_max_depth_echo,max_events_echo,entry_headway_seconds_echo,pressure_weight_echo,pressure_age_weight_echo,pressure_distance_bias_echo,credit_validity_seconds_echo,credit_snapshot_max_age_seconds_echo,credit_capacity_per_edge_echo,credit_lifecycle_limit_echo,pibt_max_ready_bags_echo,pibt_max_local_resources_echo,pibt_max_candidates_per_bag_echo,legacy_pibt_lite_enabled_echo,fault_profile,size_segments,repeat_index,execution_status,gate_status,evidence_status,termination_reason,early_abort_status,blocker,summary_only,summary_only_contract_pass,decision_trace_stored_count,hold_trace_stored_count,input_order,prefix_selection,map_raw_sha256,map_semantic_sha256,source_raw_sha256,source_semantic_sha256,input_prefix_sha256,case_config_sha256,source_bundle_sha256,source_path_manifest_sha256,binary_sha256,loaded_cpp_binary_path,loaded_cpp_binary_sha256,binary_provenance_pass,executor_id,executor_source_sha256,deterministic_result_sha256,evidence_row_binding_sha256,repeat_consistency,primary_denominator,reported_mean_minutes,denominator_scope,selected_segment_count,selected_raw_bag_count,completed_segment_count,complete_raw_bag_count,failed_segment_count,completion_rate,comparison_eligible,original_entry_mean_minutes,original_entry_p95_seconds,original_entry_p99_seconds,java_release_mean_minutes,source_wait_mean_minutes,network_time_mean_minutes,total_system_time_mean_minutes,survivor_original_entry_mean_minutes,survivor_metric_comparison_allowed,v2_safe_original_entry_target_minutes,v2_safe_original_entry_gate,corrected_hca_original_entry_target_minutes,corrected_hca_original_entry_gate,matched_original_entry_performance_gate,processed_attempt_reference_minutes,processed_attempt_reference_comparable,processed_attempt_warning,conflict_count,unsafe_entry_count,runtime_full_astar_calls,global_reservation_scan_count,future_routes_stored,unresolved_deadlock_count,event_limit_reached,time_limit_reached,reservation_depth,local_queue_capacity,declared_max_events,max_edges_selected_per_bag_per_decision,max_edges_selected_per_arrive,max_actions_committed_per_pibt_batch,event_count,wall_seconds,peak_working_set_bytes,fault_affected_bag_count,fault_affected_completed_count,fault_policy_enabled_echo,sensor_loss_mode_used,fault_notification_drop_count,fault_physical_interlock_rejection_count,fault_physical_interlock_hold_count,fault_physical_interlock_reroute_count,fault_local_action_count,fault_local_hold_count,fault_reroute_count,fault_recovery_seconds_available,fault_recovery_seconds,repair_backlog_slope_available,repair_backlog_slope,unrecovered_window_seconds,fault_p95_delta_seconds,fault_p99_delta_seconds,credit_issued_count,credit_consumed_count,credit_expired_count,credit_fault_revocation_count,credit_generation_revocation_count,credit_local_hold_count,pibt_applicability_count,pibt_attempt_count,pibt_prepare_count,pibt_validate_count,pibt_commit_count,pibt_rollback_count,pibt_backtrack_count,pibt_wait_for_cycle_count,pibt_handoff_count,pibt_same_bag_fallback_count,route_change_count,route_oscillation_count,notes
czr005.g4irsf12.experiment_result.v4,G,G_c0,G_C0,,R3,S0,P0,C0,R3_java_node_window_compatible,S0_current_handwritten,P0,off,off,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,bb67534ac399cc03205951c33070853a5164ec7cb6def7467c98fd0026702180,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,1469630893638cdd4e5c314c243df2fe41fe7374b78bb2fc1a82d31d6a6dfff8,b87ec4bf3662f090443a2eb30e57937a76d1886e4f4aa41a53a31b52863390ab,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.2098333453199,10876.219158999997,11450.6729738,4.253699696115833,0.27899156319643426,3.9747081329193987,105.2098333453199,105.2098333453199,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,184021,0.2261914,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C0
czr005.g4irsf12.experiment_result.v4,G,G_c0,G_C0,,R3,S0,P0,C0,R3_java_node_window_compatible,S0_current_handwritten,P0,off,off,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,8192,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,6e8c228d72108551631b7c598e0343bb1823a6ae9c1237fbd4d6b4b7eea810d1,bb67534ac399cc03205951c33070853a5164ec7cb6def7467c98fd0026702180,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,9981fba4f81aa824809909d1604686307f506ba9bf21c7c079cc16b759256bcb,5bba49a60ec001eda994bb10690b05067ce9c3644297f33fb514eccb27f2b3ab,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,8192,4898,8192,4898,0,1.0,True,57.327650257972564,9527.676140999993,11014.033238099995,4.573092989893765,0.5860444739349394,3.9870485159588256,57.327650257972564,57.327650257972564,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,772451,1.0478784,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C0
czr005.g4irsf12.experiment_result.v4,G,G_c1,G_C1,,R3,S0,P0,C1,R3_java_node_window_compatible,S0_current_handwritten,P0,absolute_downstream_queue_penalty,off,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,aa7aaa2a599c78783aa8de55f4add6f5cac6d88460f5b6ef665606241e3b103c,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,ca7663b7943836ea93eec725d46e447463b9488a3bc75ba567028581f92684e6,a26b92ba334c6a5e361800b21f531fced03173a0acf6ac60257e1f5d86c37a69,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.20439283974844,10876.219158999997,11450.6729738,4.248259190544357,0.27899156319643426,3.9692676273479237,105.20439283974844,105.20439283974844,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,183886,0.2302292,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C1
czr005.g4irsf12.experiment_result.v4,G,G_c1,G_C1,,R3,S0,P0,C1,R3_java_node_window_compatible,S0_current_handwritten,P0,absolute_downstream_queue_penalty,off,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,8192,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,6e8c228d72108551631b7c598e0343bb1823a6ae9c1237fbd4d6b4b7eea810d1,aa7aaa2a599c78783aa8de55f4add6f5cac6d88460f5b6ef665606241e3b103c,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,bc68d001d692a218c21510f9ac8f87d421bef446bae82c1e106fa9ac34a150b4,3d7cdf2d0d2dbb36af2bd77dcb1e417835745194c24281e7ca78f89e42d9f967,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,8192,4898,8192,4898,0,1.0,True,57.26916459988084,9525.799782999993,10993.900335199995,4.5146073318020274,0.5726359398393902,3.9419713919626376,57.26916459988084,57.26916459988084,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,770010,1.0488703,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C1
czr005.g4irsf12.experiment_result.v4,G,G_c2,G_C2,,R3,S0,P0,C2,R3_java_node_window_compatible,S0_current_handwritten,P0,goal_conditioned_differential,off,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,88d7e50d818c6f29a51bf27a587c8a4b22e1a7074db13c48f3f7e7b839d54e9e,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,43ff92d45a3534322428d112a57d4b82e32ac387c55debe74dc60688faec1957,d29044c312b9757680c0efbcc76514b8c2299d6d36e71ea3a9e28802bbf13915,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.2098333453199,10876.219158999997,11450.6729738,4.253699696115833,0.27899156319643426,3.9747081329193987,105.2098333453199,105.2098333453199,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,184021,0.2318855,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C2
czr005.g4irsf12.experiment_result.v4,G,G_c2,G_C2,,R3,S0,P0,C2,R3_java_node_window_compatible,S0_current_handwritten,P0,goal_conditioned_differential,off,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,8192,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,6e8c228d72108551631b7c598e0343bb1823a6ae9c1237fbd4d6b4b7eea810d1,88d7e50d818c6f29a51bf27a587c8a4b22e1a7074db13c48f3f7e7b839d54e9e,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,e15cd927f84cfb155388aee177690a5087ce1b5330ae7537dd38342e54f91628,f5fdc14e9bcd0420db4289c651a457dd8b40d42e6a2f8d3d67b951ff725dcbee,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,8192,4898,8192,4898,0,1.0,True,57.326405601854425,9527.676140999993,11014.033238099995,4.5718483337756215,0.5860444739349394,3.985803859840682,57.326405601854425,57.326405601854425,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,772075,1.0669799,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C2
czr005.g4irsf12.experiment_result.v4,G,G_c3,G_C3,,R3,S0,P0,C3,R3_java_node_window_compatible,S0_current_handwritten,P0,distance_biased_differential,off,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,ae0dd6361e7a96620ed5431363e7636770142fae0cd44eb020bab8211d73ac57,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,85ca92db0de552cbd5fe270197f8434747ec980ba5a3172801c8a6265f8c0309,0507890b22d67ad59095b34332a0b60d2fa04e1398670bb81e64b91bf3c349a7,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.21205671478823,10876.055388999994,11450.6729738,4.255923065584155,0.27899156319643426,3.9769315023877208,105.21205671478823,105.21205671478823,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,183828,0.2326485,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C3
czr005.g4irsf12.experiment_result.v4,G,G_c3,G_C3,,R3,S0,P0,C3,R3_java_node_window_compatible,S0_current_handwritten,P0,distance_biased_differential,off,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,8192,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,6e8c228d72108551631b7c598e0343bb1823a6ae9c1237fbd4d6b4b7eea810d1,ae0dd6361e7a96620ed5431363e7636770142fae0cd44eb020bab8211d73ac57,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,df2d87c284a459b7bc1ef870f96f4e4d121ea743c27e7bbaf9437c9bbe6148c4,9e0f738230db37641bd94634e283804d405c6197f7220beab84ebdeaa4ce869a,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,8192,4898,8192,4898,0,1.0,True,57.329621697880015,9529.829522499993,11014.033238099995,4.575064429801211,0.5863464679461005,3.98871796185511,57.329621697880015,57.329621697880015,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,770847,1.0692262,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C3
czr005.g4irsf12.experiment_result.v4,G,G_c4,G_C4,,R3,S0,P0,C4,R3_java_node_window_compatible,S0_current_handwritten,P0,off,expiring_first_edge_credit,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,d48a5bb6fb27ae285ef1da5cfe6a90f1a980c3279b21e96652811cd376a1c436,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,f892ad7da1719ca185c7cc52a4394b54c754798c1c4e35fd0aa4b2cae3456f09,7be8427068d67a899dc4936309e2d5499107b5d1ff29137da1eadd81ecb404f0,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.35686490246731,10886.137841999998,11452.242145199998,4.400731253263231,0.33902685561922946,4.061704397644002,105.35686490246731,105.35686490246731,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,203333,0.2719178,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,2049,2048,0,0,1,2241,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C4
czr005.g4irsf12.experiment_result.v4,G,G_c4,G_C4,,R3,S0,P0,C4,R3_java_node_window_compatible,S0_current_handwritten,P0,off,expiring_first_edge_credit,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,8192,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,6e8c228d72108551631b7c598e0343bb1823a6ae9c1237fbd4d6b4b7eea810d1,d48a5bb6fb27ae285ef1da5cfe6a90f1a980c3279b21e96652811cd376a1c436,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,173f20f1837ce3cbd57e96b4cb828646e83fcb654e49a5f65126cefa9a8e6134,b5719e9b110c57a9d9417b7764c728c5a0191e2cfc4a3ff8c87186a6606ffb2b,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,8192,4898,8192,4898,0,1.0,True,57.40009199225188,9552.205234999998,11016.1919048,4.645534724173071,0.5599395109228256,4.085595213250245,57.40009199225188,57.40009199225188,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,841903,1.1781135,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,8198,8192,0,0,6,10874,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C4
czr005.g4irsf12.experiment_result.v4,G,G_c5,G_C5,,R3,S0,P0,C5,R3_java_node_window_compatible,S0_current_handwritten,P0,goal_conditioned_differential,expiring_first_edge_credit,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,370cf0ba21182eacbfe4307da7eeef5a9ec0bed96d1e16bbf09213bbcab8dece,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,5656e2c1b17630dde8b6724bd216152340c31c66201aa295be5d1f775895d956,3e3b7dee6edce58536213a332ae7d2057f089ec44f6662c10eb1bc20c0686990,MATCH,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.34129740803878,10889.329589999998,11452.242145199998,4.385163758834706,0.3386726690544412,4.046491089780265,105.34129740803878,105.34129740803878,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,205231,0.3448685,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,2085,2048,8,0,29,2268,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C5
