cell_id,family,map,load_factor,speed_mps,scenario_index,seed,method,output_dir,spec_sha256,runner_sha256,cell_state,runner_status,normalized_status,error,full_population_complete,terminal_result_accepted,postprocessing_pending,TH,completion_rate,success_std_rate,success_paper_literal_rate,tht_D_min_seconds,tht_D_mean_seconds,tht_D_max_seconds,tht_native_min_seconds,tht_native_mean_seconds,tht_native_max_seconds,normalized_path,runner_status_path,workload_identity_sha256,raw_sha256,canonical_sha256,map_sha256,input_signature_sha256,raw_bag_count,segment_count,horizon_seconds,initial_failed_edge_count,affected_edge_count,affected_edges_json,fault_mapping_sha256,runner_status_sha256,normalized_sha256,binary_sha256,unfinished_raw_bag_count,completed_segment_count,active_inflight_grants_at_horizon,all_returned_native_fields_preserved,decision_trace_truncated,event_trace_truncated,full_lifecycle_trace_proof_claimed,merge_grant_lifecycle_complete,merge_grant_lifecycle_dropped_count,merge_grant_lifecycle_stored_count,merge_grant_structural_integrity_pass,native_active_state_integrity_pass,native_full_protocol_integrity_pass,pending_requests_at_horizon,short_history_is_full_path,terminal_state_quiescent,native_wall_seconds,orchestration_status,orchestration_record_path,orchestration_record_sha256,orchestration_wall_seconds,source_sha256,class_sha256
b_map2_1x_v1p5_s104729_q00_g31,base,map2,1.0,1.5,0,104729,G31_S4_ADVERTISED_FAULT_REPAIR_V1,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s104729_q00_g31,493f49e0d2a9398dd72e698ed7cf80b4e08f8b2234e93c1cc1a773baf4b5c634,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,COMPLETE,COMPLETE,COMPLETE,NA,True,True,False,28506,1.0,1.0,0.41293061109941764,305.3343333333178,378.70496538038793,762.8357100000139,305.3343333333178,370.080395114479,685.3357100000139,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s104729_q00_g31\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s104729_q00_g31\runner_status.json,9bc5780d88bce1c1ac909dc438c09ced2a2cef6ee6443b4a92625a5cce12b406,7337fc1c7cca646e1179c72ce88aef74f11d6c687ff7f36b91a57b323fbc7f95,c1889c379e34f168c1cc06c44903753d163b60ae36225cf04996c86d769eb48b,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,174a99434ca625142114cecd922d07a9c654f7346d1c984667cd338a633f69bd,28506,43602,98259,0,0,[],NA,bf3b298a21d862b902ebb7905d599020ead498a0b988b3642c1da8b5c8af9fc9,e7066a4ef04ab4f147803ab5d862d4c659ac349a3974436f8969ccdd4c988d50,38b07ddfbc661c5243ab62a4963d84514405a87b11afa41538a94a42d2665b20,0,43602,0,True,True,True,False,False,631938,139162,True,True,False,0,False,True,31.21885329997167,COMPLETE,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T103503Z_c3cdea603a\cells\b_map2_1x_v1p5_s104729_q00_g31\status.json,8472b77616fcb91b3118120ac9aed226a9d8f2d3ba2fec2bd04a0aab9abf0823,79.10979223251343,,
b_map2_1x_v1p5_s104729_q00_hca,base,map2,1.0,1.5,0,104729,HCA_TIME_LABEL_REPAIR_V3,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s104729_q00_hca,4a70d32d0e50b8b738f9985b5667e8d1623b8c0f3d5c300b0588b5bdb76ce270,808e8605020dbb5459801643048f2b741849eb0f8c2c420253b27d8bc666873e,COMPLETE,complete,COMPLETE,NA,True,True,False,28506,1.0,1.0,0.4048972146214832,305.01198000000295,498.61907012744683,1975.9775499999996,306.0,384.1047498772188,578.0,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s104729_q00_hca\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s104729_q00_hca\runner_status.json,9bc5780d88bce1c1ac909dc438c09ced2a2cef6ee6443b4a92625a5cce12b406,7337fc1c7cca646e1179c72ce88aef74f11d6c687ff7f36b91a57b323fbc7f95,c1889c379e34f168c1cc06c44903753d163b60ae36225cf04996c86d769eb48b,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,174a99434ca625142114cecd922d07a9c654f7346d1c984667cd338a633f69bd,28506,43602,98259,0,0,[],NA,699377ddbc7767140477a8aa5690d59585a9b04f4c57a0db3f12f61599ca53bf,803ebfc74dbde700269b1a2f30ebeb8f58f72eada0ce2e0c155276c9db9a4396,,0,43602,,,,,,,,,,,,,,,290.27018210012466,COMPLETE,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T103503Z_c3cdea603a\cells\b_map2_1x_v1p5_s104729_q00_hca\status.json,444b3bde50086ba3b66960f0cdc55c559b9ddd8777ae7db8a56ddaecaffde867,456.8859326839447,158ff68f987b8ad675770492e4b6b728947b0a6451c0ba418a024ccffc09d696,c9ced3952ef04ca2515979c936931f88da3dc43eee02a7daac9f582126a5310a
b_map2_1x_v1p5_s104729_q00_dh,base,map2,1.0,1.5,0,104729,FENG_DH_PAPER_SUITE_V6,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s104729_q00_dh,7f5700d83eeaca536bf10ad3f315bb3e851b8aae708fb9a72ce2569f8bf5b487,9c93676560b72984c630bd74c23a6e6f6e6114907a79977d06c1853d23f5d290,COMPLETE,COMPLETE,COMPLETE,NA,True,True,False,28506,1.0,0.9804953343155827,0.3419981758226338,327.40002000000095,1122.05962299351,5358.91329,325.3999999999942,1025.9125236792254,4857.4000000000015,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s104729_q00_dh\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s104729_q00_dh\runner_status.json,9bc5780d88bce1c1ac909dc438c09ced2a2cef6ee6443b4a92625a5cce12b406,7337fc1c7cca646e1179c72ce88aef74f11d6c687ff7f36b91a57b323fbc7f95,c1889c379e34f168c1cc06c44903753d163b60ae36225cf04996c86d769eb48b,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,174a99434ca625142114cecd922d07a9c654f7346d1c984667cd338a633f69bd,28506,43602,98259,0,0,[],NA,3131d6ee48993a83847621378c6f726ec4f2891133f19b0f50ad2b253f91c98b,65d22cf985e83800f6918311e20f3c55a289ad2509bef148b10bf4c987222e5c,,0,43602,,,,,,,,,,,,,,,79.52254939079285,COMPLETE,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T103503Z_c3cdea603a\cells\b_map2_1x_v1p5_s104729_q00_dh\status.json,bc2b8c8944402e649a064f86d216309c825eea0a8241144d1240dab969298377,90.61608815193176,,
b_map2_1x_v1p5_s104729_q00_tarau,base,map2,1.0,1.5,0,104729,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s104729_q00_tarau,d3c785a63eb8bf635143c9ed01fd744d5a27072c2519cae64a00f34c4edfcc58,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,COMPLETE,COMPLETE,COMPLETE,NA,True,True,False,28506,1.0,1.0,0.41300077176734723,305.3343333333178,380.3980422347343,801.4479566666778,305.3343333333178,371.7734719688254,724.9479566666778,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s104729_q00_tarau\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s104729_q00_tarau\runner_status.json,9bc5780d88bce1c1ac909dc438c09ced2a2cef6ee6443b4a92625a5cce12b406,7337fc1c7cca646e1179c72ce88aef74f11d6c687ff7f36b91a57b323fbc7f95,c1889c379e34f168c1cc06c44903753d163b60ae36225cf04996c86d769eb48b,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,174a99434ca625142114cecd922d07a9c654f7346d1c984667cd338a633f69bd,28506,43602,98259,0,0,[],NA,b370d17e53b0efe3bbd557a150f5072cfcbbcc72a93490d6b7004b8067bda699,630b134d3d46b635057fa0559b9c8fb9ac66bf42c6f51d3c9dc44944337daec3,38b07ddfbc661c5243ab62a4963d84514405a87b11afa41538a94a42d2665b20,0,43602,0,True,True,True,False,False,648158,132712,True,True,False,0,False,True,28.91192109999247,COMPLETE,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T103503Z_c3cdea603a\cells\b_map2_1x_v1p5_s104729_q00_tarau\status.json,3a4b6ccf043675e479598a5b52db8c1ba66201ed2a751cbd33578ac94a9d8c3d,75.60771036148071,,
b_map2_1x_v1p5_s130363_q00_g31,base,map2,1.0,1.5,0,130363,G31_S4_ADVERTISED_FAULT_REPAIR_V1,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s130363_q00_g31,39f9fd447ce577488f08c76f5206f1b09ee1d84e23062d16e23fcda30b8c22db,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,COMPLETE,COMPLETE,COMPLETE,NA,True,True,False,28506,1.0,1.0,0.413035852101312,305.3343333333178,378.5734139347273,767.9118466666805,305.3343333333178,369.9526849653875,691.4118466666805,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s130363_q00_g31\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s130363_q00_g31\runner_status.json,a282e2ee0392c471c8dff6c6cfa2128296cae599477dd3f627b4bf1f6145acbf,6e350b2e70d667a20c51cc5332163cab9758545c8398e95e8a16c3664722158f,6b8e86ee8947a2398704fb47e12bc22c1265704ecd8dd0a54884cf112cd9541f,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,b45f35e34496a9a6219edae200dfbf6ac61f77d1e96514b4c632c5157eadb8a7,28506,43602,98259,0,0,[],NA,fad43508842137f61fef27291a27fe8030b4172ad682866f616472573e31601a,ba77829d8e2a3bd6b214ea9ef6616545363f98a5cfbecb3ff523ff2a6485fcce,38b07ddfbc661c5243ab62a4963d84514405a87b11afa41538a94a42d2665b20,0,43602,0,True,True,True,False,False,632293,138912,True,True,False,0,False,True,31.2015890001785,COMPLETE,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T103503Z_c3cdea603a\cells\b_map2_1x_v1p5_s130363_q00_g31\status.json,d3caa08c7ed61c375fb912f77b6afdcb542d1ce939af3eb6d5bc1c357f6e6f49,79.10289335250854,,
b_map2_1x_v1p5_s130363_q00_hca,base,map2,1.0,1.5,0,130363,HCA_TIME_LABEL_REPAIR_V3,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s130363_q00_hca,45d9adc1ab3fe8062fa42d7222a4d942e17c8723b6b179000fcbe62cc3186f1a,808e8605020dbb5459801643048f2b741849eb0f8c2c420253b27d8bc666873e,COMPLETE,complete,COMPLETE,NA,True,True,False,28506,1.0,1.0,0.40531817862906055,305.01198000000295,496.74357023268783,1992.9775499999996,306.0,383.84364695151896,578.0,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s130363_q00_hca\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s130363_q00_hca\runner_status.json,a282e2ee0392c471c8dff6c6cfa2128296cae599477dd3f627b4bf1f6145acbf,6e350b2e70d667a20c51cc5332163cab9758545c8398e95e8a16c3664722158f,6b8e86ee8947a2398704fb47e12bc22c1265704ecd8dd0a54884cf112cd9541f,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,b45f35e34496a9a6219edae200dfbf6ac61f77d1e96514b4c632c5157eadb8a7,28506,43602,98259,0,0,[],NA,d01f416f236ec3d6011bff7d3adc8b5edb35bf50a6e55dc9359ab7d5293acee6,d32abd2cf92d8161728ad41b861fe3c8292970d6d6cb23ff4984cb02786c2c87,,0,43602,,,,,,,,,,,,,,,307.28388909995556,COMPLETE,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T103503Z_c3cdea603a\cells\b_map2_1x_v1p5_s130363_q00_hca\status.json,956b8f78fb851afb09f80b91205f3171bdb0ed99de4ba3ed33bc3363cc5872b0,454.85874581336975,158ff68f987b8ad675770492e4b6b728947b0a6451c0ba418a024ccffc09d696,c9ced3952ef04ca2515979c936931f88da3dc43eee02a7daac9f582126a5310a
b_map2_1x_v1p5_s130363_q00_dh,base,map2,1.0,1.5,0,130363,FENG_DH_PAPER_SUITE_V6,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s130363_q00_dh,0df97eaaee0eca7a520526066e28d10b2807c9b0135d59b0081d80f54edee130,9c93676560b72984c630bd74c23a6e6f6e6114907a79977d06c1853d23f5d290,COMPLETE,COMPLETE,COMPLETE,NA,True,True,False,28506,1.0,0.9812671016628078,0.342454220164176,327.40455999999904,1115.5304572038517,5341.898799999999,325.3999999999942,1019.1682522977618,4836.4000000000015,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s130363_q00_dh\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s130363_q00_dh\runner_status.json,a282e2ee0392c471c8dff6c6cfa2128296cae599477dd3f627b4bf1f6145acbf,6e350b2e70d667a20c51cc5332163cab9758545c8398e95e8a16c3664722158f,6b8e86ee8947a2398704fb47e12bc22c1265704ecd8dd0a54884cf112cd9541f,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,b45f35e34496a9a6219edae200dfbf6ac61f77d1e96514b4c632c5157eadb8a7,28506,43602,98259,0,0,[],NA,37e54ac800c10e57ef38cbf17f0d63527b769f20cc7da99eae3fd39a853894c7,b50dc540e97fe9217375ff1b47597d8a6e4f8153522cedb93886269e5c33648f,,0,43602,,,,,,,,,,,,,,,81.48499965667725,COMPLETE,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T103503Z_c3cdea603a\cells\b_map2_1x_v1p5_s130363_q00_dh\status.json,3f955ebd78e35329647319f365f88f87cc8f900a855016af906b37f751e9943f,92.61941432952881,,
b_map2_1x_v1p5_s130363_q00_tarau,base,map2,1.0,1.5,0,130363,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s130363_q00_tarau,038c0cbc27e3ff85a5b5298c32f2a9012b115e9e13018e7a975387eb91a70766,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,COMPLETE,COMPLETE,COMPLETE,NA,True,True,False,28506,1.0,1.0,0.4132112537711359,305.3343333333178,380.15591450700447,791.3072266666786,305.3343333333178,371.5351855376647,714.8072266666786,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s130363_q00_tarau\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s130363_q00_tarau\runner_status.json,a282e2ee0392c471c8dff6c6cfa2128296cae599477dd3f627b4bf1f6145acbf,6e350b2e70d667a20c51cc5332163cab9758545c8398e95e8a16c3664722158f,6b8e86ee8947a2398704fb47e12bc22c1265704ecd8dd0a54884cf112cd9541f,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,b45f35e34496a9a6219edae200dfbf6ac61f77d1e96514b4c632c5157eadb8a7,28506,43602,98259,0,0,[],NA,0d7f127fd8ea3a568cf397bb3d88afa2a8bad5778451fb8610294b83db89012e,291339e3466d09148ca6965971acc88598b3b9b47193b90943d81beea7735f7f,38b07ddfbc661c5243ab62a4963d84514405a87b11afa41538a94a42d2665b20,0,43602,0,True,True,True,False,False,648243,132622,True,True,False,0,False,True,28.80086959991604,COMPLETE,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T103503Z_c3cdea603a\cells\b_map2_1x_v1p5_s130363_q00_tarau\status.json,d2a1f19da831299dc08d52a3b4b4e03e359d69898dfa07c4cdfd671625b5cc30,74.09776258468628,,
b_map2_1x_v1p5_s155921_q00_g31,base,map2,1.0,1.5,0,155921,G31_S4_ADVERTISED_FAULT_REPAIR_V1,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s155921_q00_g31,b61787dcaf6f4d80f7a497ee7d88029794973ed04caac0b9356d7ea9613d783d,7bc4b52cc93ef08c3daf5f341fc915ec0db5b1226a14d76c332614cc4ee350ef,COMPLETE,COMPLETE,COMPLETE,NA,True,True,False,28506,1.0,1.0,0.41300077176734723,305.3343333333178,378.8734179710706,778.1210666666775,305.3343333333178,370.25202247538544,701.6210666666775,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s155921_q00_g31\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s155921_q00_g31\runner_status.json,d6cb1265e54f96076644c97627f45e8d5622d3ad27bd1efe677e51d9c34b3f79,73bf1b6a542788e1e4095ea458d4252dd317ad393802387b3ab0143c3f04f4d4,cf1634bfa3bf2df26aec405b4f347c6158e13497a4a940e906b91eb07c9ce13e,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,322fb95d321f9cd30e0626ebec70ec91c38161750abee712095836a8532167e3,28506,43599,98259,0,0,[],NA,76a829eb12df7eb18b3883245651392a6c8900b24f0e4fea3e0c204fe5e05f40,d0a1fac2d828344298a940442c1746a3cbfaed474c3eb4730c39a442bc6ef829,38b07ddfbc661c5243ab62a4963d84514405a87b11afa41538a94a42d2665b20,0,43599,0,True,True,True,False,False,632003,138857,True,True,False,0,False,True,29.04912540013902,COMPLETE,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T103503Z_c3cdea603a\cells\b_map2_1x_v1p5_s155921_q00_g31\status.json,d199e64770dfa582a82300c42921fb376b394274768497cd162d4b96c85bb687,76.09844422340393,,
b_map2_1x_v1p5_s155921_q00_hca,base,map2,1.0,1.5,0,155921,HCA_TIME_LABEL_REPAIR_V3,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s155921_q00_hca,8bd5d0cad08705d014918222bcbc77c008e804b7c738dad55ca103983e3821ca,808e8605020dbb5459801643048f2b741849eb0f8c2c420253b27d8bc666873e,COMPLETE,complete,COMPLETE,NA,True,True,False,28506,1.0,1.0,0.4046867326176945,305.01198000000295,497.364913107872,1920.4755499999992,306.0,383.78439626745245,578.0,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s155921_q00_hca\normalized_result.json,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\cells\b_map2_1x_v1p5_s155921_q00_hca\runner_status.json,d6cb1265e54f96076644c97627f45e8d5622d3ad27bd1efe677e51d9c34b3f79,73bf1b6a542788e1e4095ea458d4252dd317ad393802387b3ab0143c3f04f4d4,cf1634bfa3bf2df26aec405b4f347c6158e13497a4a940e906b91eb07c9ce13e,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,322fb95d321f9cd30e0626ebec70ec91c38161750abee712095836a8532167e3,28506,43599,98259,0,0,[],NA,b63845892031de91ac4510652c9ccf90b71ab5fcd9ed385eec70d28f28d80713,6e2fd370160b69da685b65029451392089050d69c81460c69b0a61450f025d16,,0,43599,,,,,,,,,,,,,,,329.7269162000157,COMPLETE,C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\feng_paper_suite_20260907\orchestration\20260907T103503Z_c3cdea603a\cells\b_map2_1x_v1p5_s155921_q00_hca\status.json,db70cdd121ac618609b39cf15425b45856370560bc4346ee8dc70edbc9506b55,468.37878489494324,158ff68f987b8ad675770492e4b6b728947b0a6451c0ba418a024ccffc09d696,c9ced3952ef04ca2515979c936931f88da3dc43eee02a7daac9f582126a5310a
